epoch	loss	probs	lr
1	5.7487661772304115	0.008988482392548272	0.01
2	5.673316346274482	0.009860612943561541	0.01
3	5.697251869572534	0.009307523322705593	0.01
4	5.628516972064972	0.010331368047950996	0.01
5	5.624786721335517	0.010430283508160047	0.01
6	5.6001853876643715	0.010752564483684383	0.01
7	5.568802118301392	0.010983427132790288	0.01
8	5.54521381855011	0.01151546963956207	0.01
9	5.51723078224394	0.011788376400040256	0.01
10	5.471327768431769	0.01247394630788929	0.01
11	5.500858743985494	0.011852807404162983	0.01
12	5.495375567012363	0.011999710540597638	0.01
13	5.344565133253734	0.014404202449238963	0.01
14	5.415532714790768	0.01386076422770404	0.01
15	5.353641377554999	0.014274853812013235	0.01
16	5.355735818545024	0.015052407203863064	0.01
17	5.245169937610626	0.016731910730919078	0.01
18	5.216755919986301	0.017652235757042136	0.01
19	5.103705591625637	0.019445841058364347	0.01
20	5.167711900340186	0.0181851624769883	0.01
21	5.063172148333655	0.020076228680813477	0.01
22	5.151068614588843	0.019566570343967114	0.01
23	5.061825255552928	0.020689039775687788	0.01
24	4.883403175406986	0.024106497475360002	0.01
25	4.8603470590379505	0.027668575588096347	0.01
26	4.858524792724186	0.026515041529718373	0.01
27	4.824600107140011	0.028211133735668328	0.01
28	4.736706217130025	0.0289331192875074	0.01
29	4.695738540755378	0.032024706209388874	0.01
30	4.633829351928499	0.03352454170170757	0.01
31	4.549327999353409	0.03633978900810083	0.01
32	4.604552427927653	0.03605442408782741	0.01
33	4.560300413105223	0.03766761290737324	0.01
34	4.494045555591583	0.041501178664879665	0.01
35	4.406738019651836	0.04433145715544621	0.01
36	4.49893033835623	0.041206912629099354	0.01
37	4.358341024981605	0.050608694941426315	0.01
38	4.236144151952532	0.05402255464448697	0.01
39	4.188618792427911	0.06531641016610795	0.01
40	4.228962494267358	0.05784746820831464	0.01
41	4.413347641626994	0.048802908380619354	0.01
42	4.001215371820662	0.07578087815394004	0.01
43	4.010545124610265	0.08151729208313757	0.01
44	4.0044106675518885	0.07606793909023206	0.01
45	3.947915391789542	0.08533018284166853	0.01
46	3.864825122886234	0.09670333916114436	0.01
47	3.906922035747104	0.08996196173959309	0.01
48	3.703172889020708	0.11471276176679465	0.01
