epoch	loss	probs	lr
1	5.7856616444057885	0.00865132705722418	0.01
2	5.664990140332116	0.009871094300049461	0.01
3	5.696448114183214	0.009659084083978087	0.01
4	5.624218669202593	0.010378271017947959	0.01
5	5.598512344890171	0.010773531212988827	0.01
6	5.595258421368069	0.010902043496672478	0.01
7	5.491406076484257	0.012287928076047037	0.01
8	5.477907889419132	0.01245862518488947	0.01
9	5.443650583426158	0.012917963050616285	0.01
10	5.452729086081187	0.013159605312264629	0.01
11	5.372606125142839	0.014281381503678858	0.01
12	5.359694990846846	0.01474042002680815	0.01
13	5.305366436640422	0.015509714579416646	0.01
14	5.269750171237522	0.016359594560021326	0.01
15	5.179879559410943	0.017343728389177058	0.01
16	5.068281286292606	0.01996386294356651	0.01
17	5.071071293618944	0.020338083552714024	0.01
18	5.193118876881069	0.01785241010495358	0.01
19	5.120543446805742	0.01840263708598084	0.01
20	5.140801052252452	0.018331325406001672	0.01
21	4.943944235642751	0.023017625583128795	0.01
22	5.005861183007558	0.02310560973516355	0.01
23	4.811183502276738	0.027926494522641104	0.01
24	4.871387872431013	0.026636833648404315	0.01
25	4.784313718477885	0.027059254546960194	0.01
26	4.803878231181039	0.02868108541911675	0.01
27	4.581159008873834	0.03339262027293444	0.01
28	4.77977094385359	0.030045135619325772	0.01
29	4.627556966410743	0.03504954012007349	0.01
30	4.607486466566722	0.034457445015302963	0.01
31	4.570522755384445	0.03762417542748153	0.01
32	4.506994247436523	0.03939402664804624	0.01
33	4.593346152040693	0.038564097291479506	0.01
34	4.284301552507612	0.050649641211041145	0.01
35	4.206629243161943	0.05690949123042325	0.01
36	4.316528366671668	0.054261620052986674	0.01
37	4.174697889222039	0.060858688627680145	0.01
38	4.1050180196762085	0.06930188203437461	0.01
39	4.222794499662188	0.061513922849877015	0.01
40	3.9650412367449865	0.07903882985313733	0.01
41	4.194898307323456	0.0621141169168469	0.01
42	3.9792939093377857	0.0722807116754767	0.01
43	3.850839114851422	0.08758069916317861	0.01
44	3.874835583898756	0.09494079476118916	0.01
45	3.606697221597036	0.11461358015528983	0.01
46	4.0613786114586725	0.08201820025634435	0.01
47	3.6253608663876853	0.11877396516501904	0.01
48	3.5485450790988073	0.14183384050718612	0.01
49	3.4374219377835593	0.16570420527002877	0.01
50	3.497183597750134	0.155824124140458	0.01
51	3.2090031504631042	0.1978959323734873	0.01
52	3.4921200888024435	0.15165947077588904	0.01
53	3.319334775209427	0.16887312858468956	0.01
54	2.9995278186268277	0.2350669626870917	0.01
55	3.236558086342282	0.17038846383285192	0.01
56	2.7968673374917774	0.25857250987448627	0.01
57	3.4060950643486447	0.14791109055901566	0.01
58	2.995686183373133	0.2151615118814839	0.01
59	2.9586554682917066	0.23479162441152665	0.01
60	2.794169114695655	0.2675898674254616	0.01
61	2.9904217455122204	0.22326664223025242	0.01
62	2.828834888007906	0.2611292149457667	0.01
63	2.719327570663558	0.29422026758806574	0.01
64	3.0234239796797433	0.22958264934519926	0.01
65	2.836755903230773	0.2598457969725132	0.01
66	2.571244426899486	0.307940971158031	0.01
67	2.7631193581554623	0.29357133453918827	0.01
68	2.611102822754118	0.34842617913252777	0.01
69	2.649340776933564	0.318921164299051	0.01
70	2.518718014160792	0.34406372325287926	0.01
71	2.594297339518865	0.30252883055557805	0.01
72	2.5138966225915484	0.34773473627865314	0.01
73	2.6680557396676807	0.3091358941876226	0.01
74	2.3435546507438025	0.3965175028683411	0.01
75	2.529154712955157	0.33834321051836014	0.01
76	2.4201252129342823	0.34940888815455967	0.01
77	2.3858073436551623	0.3797351344385081	0.01
78	2.5287178605794907	0.34248953664468396	0.01
79	2.5130234360694885	0.3330728342342708	0.01
80	2.2940220054652958	0.40291724126372075	0.01
81	2.296436602870623	0.3992140402810441	0.01
82	2.214231335454517	0.4361292321441902	0.01
83	2.295857477519247	0.39410917792055344	0.01
84	2.247212275862694	0.4270414490666654	0.01
85	2.309141844511032	0.390440395515826	0.01
86	2.416868777738677	0.3795915947606166	0.01
87	2.131076922019323	0.41130257294409805	0.01
88	2.094368878338072	0.4575349763035774	0.01
89	2.14899432245228	0.43042855575266814	0.01
90	2.1414577629831104	0.43296627120839226	0.01
91	2.302853903836674	0.41108486030457747	0.01
92	2.152967691421509	0.4365856366025077	0.01
93	2.2296601053741245	0.44981665702329743	0.01
94	2.033255053891076	0.469681606731481	0.01
95	2.268802853094207	0.43897903131114113	0.01
96	2.112632574306594	0.476828472274873	0.01
97	2.0030168808168836	0.49403030176957446	0.01
98	2.1542000522216163	0.4494591951370239	0.01
99	2.1827125681771173	0.44954432764401037	0.01
100	1.961193722155359	0.4932533194207483	0.01
101	1.9527830133835475	0.5208540300114287	0.001
102	1.7892869901325967	0.561651842461692	0.001
103	1.621255254579915	0.6367501519206498	0.001
104	1.6803760983877711	0.6138041574094031	0.001
105	1.488179354204072	0.6592825171020296	0.001
106	1.5730810943577025	0.6381541914823983	0.001
107	1.5274002990788884	0.6527753292272488	0.001
108	1.5904279028375943	0.6575178748203648	0.001
109	1.560879805849658	0.636045818320579	0.001
110	1.6375212926003668	0.6225536084837384	0.001
111	1.4405004373855061	0.6909900671905942	0.001
